book_id,author
93616,"Fawcett, Rupert."
95523,"Fawcett, Rupert."
95524,"Fawcett, Rupert."
95525,"Fawcett, Rupert."
95528,"Fawcett, Rupert."
93677,"Fawcett, Rupert."
93679,"Fawcett, Rupert."
93739,"Fawcett, Rupert."
96585,"Fawcett, Rupert."
88112,"Fawcett, Rupert."
95703,"Fawcett, Rupert."
95861,"Fawcett, Rupert."
85961,"Feaver, William."
93752,"Feaver, William."
97536,"Fegredo, Duncan."
86699,"Feiffer, Jules."
86408,"Feiffer, Jules."
95736,"Feigel, Bob."
95607,"Feigel, Marcel."
95608,"Feigel, Marcel."
88842,"Feigel, Marcel."
95616,"Feigel, Marcel."
95623,"Feigel, Marcel."
95627,"Feigel, Marcel."
95628,"Feigel, Marcel."
87606,"Fein, Eric."
89779,"Fein, Eric."
86512,"Feininger, Lyonel"
86512,"Feininger, Lyonel"
90695,Fel.
89729,"Feldman, Luke."
86360,"Feldstein, Albert B."
86361,"Feldstein, Albert B."
86362,"Feldstein, Albert B."
86362,"Feldstein, Albert B."
86437,"Feldstein, Albert B."
86437,"Feldstein, Albert B."
93656,"Fellows, Ted."
89326,"Felmang, Romano."
100961,"Fenati, Massimo."
96164,"Fenati, Massimo."
101207,"Fenati, Massimo."
90333,"Feng, Zikai"
90333,"Feng, Zikai"
93824,"Fennell, Alan."
93825,"Fennell, Alan."
93826,"Fennell, Alan."
93827,"Fennell, Alan."
98844,"Fennell, Alan."
93831,"Fennell, Alan."
97417,"Fennell, Tracy."
98549,Ferguslie Graphic Novel Team (Project)
93494,"Fernandez, Leandro."
93494,"Fernandez, Leandro."
90320,"Ferrara, Eduardo"
89994,"Ferrari, Alessandro"
90633,"Ferraro, Renato."
89841,"Ferri, Jean-Yves"
89842,"Ferri, Jean-Yves"
89846,"Ferri, Jean-Yves"
98548,"Ferrier, Thom."
86306,"Ferrone, Joanna."
100128,"Ferrone, Joanna."
94153,"ffolkes, Michael"
91188,"ffolkes, Michael"
91188,"ffolkes, Michael"
90730,"ffolkes, Michael"
90731,"ffolkes, Michael"
90545,"Ffolkes, Michael."
90415,"Ffolkes, Michael."
96637,"Ffolkes, Michael."
99517,"Fialkov, Joshua Hale"
99517,"Fialkov, Joshua Hale"
98771,"Fiddy, Roland."
95714,"Fiddy, Roland."
95718,"Fiddy, Roland."
95719,"Fiddy, Roland."
95720,"Fiddy, Roland."
88998,"Fiddy, Roland."
95723,"Fiddy, Roland."
93763,"Fiddy, Roland."
98827,"Fiddy, Roland."
93764,"Fiddy, Roland."
93765,"Fiddy, Roland."
93766,"Fiddy, Roland."
93778,"Fiddy, Roland."
93779,"Fiddy, Roland."
86177,"Fiddy, Roland."
98830,"Fiddy, Roland."
95725,"Fiddy, Roland."
95727,"Fiddy, Roland."
95728,"Fiddy, Roland."
95729,"Fiddy, Roland."
95730,"Fiddy, Roland."
95731,"Fiddy, Roland."
95732,"Fiddy, Roland."
90345,"Fiddy, Roland."
91078,"Fidler, Martin."
90682,"Field, James Robert Michael."
98918,"Field, John."
88344,"Field, John."
99591,"Fifer, Chad."
97352,"Figueroa, Don."
88868,"Finch, Christopher"
87591,"Finch, David"
87581,"Finch, David"
91881,"Finch, David"
89553,"Findakly, Brigitte."
89116,"Findler, Gerry."
87545,"Finger, Bill"
87447,"Finger, Bill"
87488,"Finger, Bill"
97267,"Fingeroth, Danny."
92379,"Fingeroth, Danny."
91078,"Finlay, Ian Hamilton."
91817,"Finley-Day, Gerry"
93799,"Finley-Day, Gerry."
99483,"Finley-Day, Gerry."
92988,"Finley-Day, Gerry."
91748,"Finley-Day, Gerry."
100271,"Finley-Day, Gerry."
98035,"Finley-Day, Gerry."
86095,"Finley-Day, Gerry."
89627,"Fisch, Sholly."
87587,"Fisch, Sholly."
97275,"Fish, Andy."
98855,"Fish, Martin."
90646,"Fisher, Jayne."
86168,"Fisher, John."
86168,"Fisher, June."
89842,"Fitt, Matthew"
86240,"Fitzgerald, Richard"
86240,"Fitzgerald, Richard"
95950,Fizzbomb.
97747,Flameboy.
87573,"Flanagan, Walt"
87522,"Flanagan, Walter."
97799,"Flanagan, William."
96633,"Flanagan, William."
92521,"Fleener, Mary."
94152,"Fleisher, Elan."
86242,"Fleisher, Michael L."
86242,"Fleisher, Michael L."
97345,"Fleming, Ian"
97646,"Fleming, Ian"
97676,"Fleming, Ian"
97730,"Fleming, Ian"
97848,"Fleming, Ian"
97920,"Fleming, Ian"
97976,"Fleming, Ian"
98040,"Fleming, Ian"
98135,"Fleming, Ian"
98176,"Fleming, Ian"
100343,"Fleming, Ian"
88859,"Fleming, Jacky."
93759,"Fleming, Jacky."
88860,"Fleming, Jacky."
87461,"Fletcher, Jared K."
92836,"Fletcher, Jared K."
92839,"Fletcher, Jared K."
100653,"Fletcher, Jared K."
93210,"Fletcher, Jared K."
93212,"Fletcher, Jared K."
91843,"Flint, Henry"
86047,"Flint, Henry"
100878,"Flint, Henry."
93114,"Flint, Henry."
91706,"Flint, Henry."
91797,"Flint, Henry."
87946,"Florea, Sandau."
96272,"Florea, Sandu."
96193,"Florea, Sandu."
93122,"Florea, Sandu."
89643,"Flores, Madeleine."
87511,"Floyd, John."
87111,"Fogel, Eric."
88204,Foghorn (Great Britain)
97914,"Follet, Rene."
90437,Followers of Rupert (Organization)
93855,Followers of Rupert (Organization)
87030,"Follows, Dave."
89335,"Fong, Douglas."
89336,"Fong, Douglas."
89337,"Fong, Douglas."
89339,"Fong, Douglas."
89340,"Fong, Douglas."
89270,"Fontes, Justine."
89271,"Fontes, Justine."
86112,"Fontes, Justine."
89580,"Fontes, Justine."
89270,"Fontes, Ron."
89271,"Fontes, Ron."
86112,"Fontes, Ron."
89580,"Fontes, Ron."
93944,Football (London : 1986)
90076,"Ford, Michael"
94119,"Ford, Noel."
93539,"Ford, Noel."
93540,"Ford, Noel."
94364,"Ford, Noel."
88068,"Ford, Noel."
92845,"Forman, Dick."
101126,"Forney, Ellen"
86700,"Forrest, Bob."
92867,"Foss, Langdon"
100837,"Foster, Alan Dean"
88053,"Foster, Armand."
88054,"Foster, Armand."
89113,"Foster, David William."
93819,"Foster, Nigel."
93820,"Foster, Nigel."
93823,"Foster, Nigel."
97149,"Foster, Nigel."
95036,Fougasse.
95210,Fougasse.
86826,Fougasse.
95038,Fougasse.
100629,"Fox, Gardner F."
100629,"Fox, Gardner F."
100631,"Fox, Gardner F."
100631,"Fox, Gardner F."
87508,"Fox, Gardner F."
90239,"Fox, Russell B."
92764,"Fraioli, James O."
92764,"Fraioli, James O."
91605,"Frame, Tom."
96193,"France, Michael."
100814,Francis
86062,"Francis, Clive"
91949,"Francis, Gemma."
99091,"Francis, Gillian E."
97540,"Francis, Mike."
91590,"Francis, S."
100807,Francis.
95343,Francis.
100809,Francis.
93724,Francis.
98564,"Francq, Philippe"
98707,"Francq, Philippe"
86070,"Francq, Philippe."
87997,"Francq, Philippe."
98053,"Francq, Philippe."
98111,"Francq, Philippe."
98165,"Francq, Philippe."
87998,"Francq, Philippe."
98581,"Francq, Philippe."
87584,"Frank, Gary"
91509,"Frankland, Robert."
91510,"Frankland, Robert."
89811,Franquin
97468,"Franson, Leanne."
91560,"Franson, Leanne."
86258,"Frantic (London, England)"
97467,"Fraser, Simon"
97574,"Fraser, Simon"
97682,"Fraser, Simon"
97713,"Fraser, Simon"
97733,"Fraser, Simon"
93076,"Fraser, Simon"
91749,"Fraser, Simon"
98733,"Fraser, Simon"
91775,"Freed, Alexander."
98036,"Freeman, Don"
90684,"Freeman, Don."
91775,"Freeman, George"
94407,"Freeman, Greg."
95946,"French, Simon"
87485,"Fridolfs, Derek."
87566,"Fridolfs, Derek."
86894,"Friedman, Drew."
86894,"Friedman, Josh Alan."
97849,"Friedman, Michael Jan."
87987,"Friedman, Michael Jan."
93080,"Friedrich, Gary."
97998,"Friedrich, Mike."
87445,"Friend, Richard."
86735,"Friendly, Pie."
90488,Friends of the Earth.
95603,Friends' Fun Department.
88377,"Friers, Rowel."
88829,"Friers, Rowel."
88378,"Friers, Rowel."
88379,"Friers, Rowel."
88312,"Friers, Rowel."
88313,"Friers, Rowel."
91311,"Friers, Rowel."
90966,"Frost, Brian"
96193,"Frost, Mark"
92858,"Frusin, Marcelo."
92858,"Frusin, Marcelo."
92821,"Frusin, Marcelo."
92821,"Frusin, Marcelo."
92824,"Frusin, Marcelo."
92824,"Frusin, Marcelo."
92829,"Frusin, Marcelo."
92829,"Frusin, Marcelo."
92832,"Frusin, Marcelo."
92833,"Frusin, Marcelo."
96309,"Frusin, Marcelo."
100751,"Fry, James W."
91089,"Fry, Nicholas."
91089,"Fry, Nicholas."
91513,"Fuchs, Wolfgang."
89801,"Fuentes, Benny"
89802,"Fuentes, Benny"
89803,"Fuentes, Benny"
89804,"Fuentes, Benny"
89386,"Fuentes, Benny."
89388,"Fuentes, Benny."
89483,"Fuentes, Benny."
89484,"Fuentes, Benny."
96633,"Fujima, Takuya."
97854,"Fujishima, Kosuke."
98032,"Fujishima, Kosuke."
89898,"Furman, Simon"
97352,"Furman, Simon."
87660,"Furman, Simon."
89118,"Furman, Simon."
99147,"Furman, Simon."
89942,"Furman, Simon."
96336,"Furno, Michael."
86091,"Furse, Sophie."
99553,"Furth, Robin"
93110,"Fuso, Antonio."
89564,"Futaki, Attila."
95674,Funf.
86979,G. V. I.
87442,"Gabrych, Andersen"
97815,"Gabrych, Andersen"
87594,"Gabrych, Andersen"
87594,"Gabrych, Andersen"
99256,"Gage, Christos."
99256,"Gage, Christos."
99280,"Gage, Christos."
93238,"Gage, Christos."
96427,"Gaiman, Neil"
97401,"Gaiman, Neil."
99620,"Gaiman, Neil."
93671,"Gaiman, Neil."
93742,"Gaiman, Neil."
96542,"Gaiman, Neil."
97542,"Gaiman, Neil."
97542,"Gaiman, Neil."
93802,"Gaiman, Neil."
93809,"Gaiman, Neil."
93810,"Gaiman, Neil."
93811,"Gaiman, Neil."
93812,"Gaiman, Neil."
93817,"Gaiman, Neil."
96545,"Gaiman, Neil."
97609,"Gaiman, Neil."
89142,"Gaiman, Neil."
96268,"Gaiman, Neil."
96184,"Gaiman, Neil."
90275,"Gaiman, Neil."
96312,"Gaiman, Neil."
88042,"Gaiman, Neil."
91650,"Gaiman, Neil."
91650,"Gaiman, Neil."
87519,"Gaiman, Neil."
96351,"Gaiman, Neil."
93109,"Gaiman, Neil."
99577,"Gaiman, Neil."
96431,"Gaiman, Neil."
96185,"Gaiman, Neil."
96489,"Gaiman, Neil."
96489,"Gaiman, Neil."
96250,"Gaiman, Neil."
97567,"Gaiman, Neil."
93801,"Gaiman, Neil."
96263,"Gaiman, Neil."
96300,"Gaiman, Neil."
87477,"Gaiman, Neil."
97978,"Gaiman, Neil."
89160,"Gaiman, Neil."
86361,"Gaines, William M."
91553,"Gaines, William M."
91553,"Gaines, William M."
86437,"Gaines, William M."
86437,"Gaines, William M."
91555,"Gaines, William M."
91555,"Gaines, William M."
93565,"Galbraith, Andrew."
93565,"Galbraith, Bernard."
96230,"Gale, Bob."
100061,"Gall, Willie."
92051,"Gallagher, Brendan"
96459,"Gallagher, Debbie"
99532,"Gallagher, Leigh."
86090,"Gallant, S. L."
98161,"Gallant, S. L."
98717,"Gallego, Pablo"
95464,"Gamble, Richard."
95481,"Gamble, Richard."
96518,Games Workshop.
97646,"Gammidge, Henry."
97676,"Gammidge, Henry."
90695,"Gammidge, Ian."
90699,"Gammidge, Ian."
89403,"Gandy, Meg."
93150,"Gane, Simon."
93194,"Gane, Simon."
93212,"Gane, Simon."
100242,"Gane, Simon."
100243,"Gane, Simon."
100243,"Gane, Simon."
89255,"Ganter, Amy Kim."
91755,"Garcia, Eduardo"
88015,"Garcia, Eduardo"
97176,"Garcia, Eduardo"
89779,"Garcia, Eduardo"
98621,"Garcia, Kami."
99606,"Garcia, Tom"
96921,"Garcia-Lopez, Jose Luis."
87531,"Garcia-Lopez, Jose Luis."
96923,"Garcia-Lopez, Jose Luis."
86092,"Garden, Don"
96066,"Gardener, Phoebe."
88240,"Garland, Nicholas"
88240,"Garland, Nicholas"
90989,"Garland, Nicholas"
94191,"Garland, Nicholas."
90052,"Garland, Sarah."
95807,"Garner, Steven."
96454,"Garney, Ron"
87644,"Garney, Ron."
97816,"Garney, Ron."
86222,"Garney, Ron."
93620,"Garratt, Chris."
93622,"Garratt, Chris."
93786,"Garratt, Chris."
96459,"Garres, Rafael"
89136,"Garreta, Renaud."
100259,"Garreta, Renaud."
100260,"Garreta, Renaud."
93787,"Garrett, Chris."
92159,"Garriock, P. R."
87102,"Garside, Graham."
97815,"Garza, Ale."
94077,Gas (Witham)
96234,"Gascoigne, Marc."
96280,"Gascoigne, Marc."
96282,"Gascoigne, Marc."
96288,"Gascoigne, Marc."
98531,"Gascoigne, Marc."
98164,"Gaskill, Dave."
92635,"Gatehouse, John."
97759,"Gatiss, Mark."
96168,"Gauvin, Edward"
96276,"Gaydos, Michael."
99480,"Gaydos, Michael."
98669,"Gaylord, Jerry"
89882,"Gazzotti, Bruno"
89693,"Gaspar, Tamas."
96647,"Geary, Chris"
97499,"Geary, Rick."
96068,"Gebbie, Melinda."
90738,Geep.
90739,Geep.
90740,Geep.
90741,Geep.
90742,Geep.
90743,Geep.
94450,Geep.
94451,Geep.
95499,Geep.
95500,Geep.
95501,Geep.
95502,Geep.
95503,Geep.
95504,Geep.
95505,Geep.
95506,Geep.
93000,"Geerlings, Renae."
93001,"Geerlings, Renae."
92995,"Geipel, John"
86089,"Gelatt, Philip."
90048,"Geldhof, Jay."
92313,"Geldhof, Jay."
90077,"Gelev, Penko"
86091,"Gelev, Penko"
89240,"Gelev, Penko."
89241,"Gelev, Penko."
86082,"Gelev, Penko."
86115,"Gelev, Penko."
89363,"Gelev, Penko."
89394,"Gelev, Penko."
89418,"Gelev, Penko."
89551,"Gelev, Penko."
89600,"Gelev, Penko."
89601,"Gelev, Penko."
89665,"Gelev, Penko."
86091,"Gelev, Sotir"
93734,"Gemmell, David"
93736,"Gemmell, David"
93734,"Gemmell, David."
93736,"Gemmell, David."
98737,"Gentile, Joe"
86028,"Gentleman, David"
90351,"George, Les."
93842,"George, Theresa."
91692,"Geraghty, Martin."
97799,"Gerard, Anthony."
97801,"Gerard, Anthony."
95899,"Gerlis, Jeremy"
95918,"Gerlis, Jeremy"
95943,"Gerlis, Jeremy"
95928,"Gerlis, Jeremy."
89771,"Gerra, Laurent"
89859,"Gerra, Laurent"
86127,"Gerrard, K. A."
86129,"Gerrard, K. A."
92468,"Gertler, Nat."
90942,"Genin, Robert."
90943,"Genin, Robert."
97797,"Gheysens, Francois."
92574,"Giarrano, Vince."
98765,"Gibbard, Les."
99247,"Gibbons, Alan"
92165,"Gibbons, Christina T."
97666,"Gibbons, Dave"
99163,"Gibbons, Dave"
96316,"Gibbons, Dave"
92183,"Gibbons, Dave"
87586,"Gibbons, Dave"
98836,"Gibbons, Dave"
97166,"Gibbons, Dave"
97166,"Gibbons, Dave"
99036,"Gibbons, Dave"
92849,"Gibbons, Dave"
99042,"Gibbons, Dave"
86048,"Gibbons, Dave"
98816,"Gibbs, Bob."
91575,"Gibbs, Bob."
93508,"Gibson, Ian."
93804,"Gibson, Ian."
93839,"Gibson, Ian."
100368,"Gibson, Ian."
91711,"Gibson, Ian."
91742,"Gibson, Neil"
98655,"Gibson, Neil"
96347,"Giffen, Keith"
87486,"Giffen, Keith."
96347,"Giffen, Keith."
101087,"Giffen, Keith."
86249,"Gifford, Denis"
89124,"Gifford, Denis"
92666,"Gifford, Denis"
91977,"Gifford, Denis."
90679,"Gifford, Denis."
91514,"Gifford, Denis."
99945,"Gifford, Denis."
99945,"Gifford, Denis."
88073,"Gifford, Denis."
85967,"Gifford, Denis."
85981,"Gifford, Denis."
87422,"Giger, H. R."
87422,"Giger, H. R."
90239,"Gilbert, Karl."
90464,"Gilbert, W. S."
88239,"Gilbert, W. S."
92149,Giles
90598,"Giles, G. D."
88210,Giles.
88213,Giles.
91154,Giles.
94110,Giles.
95396,Giles.
95476,Giles.
93752,Giles.
91299,Giles.
88897,Giles.
95900,Giles.
95935,Giles.
95936,Giles.
98918,Giles.
95057,Giles.
95954,Giles.
95964,Giles.
95971,Giles.
95981,Giles.
88344,Giles.
97102,Giles.
97107,Giles.
95953,"Gill, Ken"
87125,"Gilland, Joseph."
91888,"Gillen, Kieron"
91890,"Gillen, Kieron"
100432,"Gillen, Kieron"
100433,"Gillen, Kieron"
91818,"Gillen, Kieron"
87078,"Gilliam, Terry."
93908,"Gillray, James"
93908,"Gillray, James"
96516,"Gilmore, Ford"
96516,"Gilmore, Ford"
100718,"Gilroy, Henry."
91610,"Gilroy, Henry."
91610,"Gilroy, Henry."
89358,"Gilroy, Henry."
89228,Gilson
89254,Gilson
89325,Gilson
89423,Gilson
100731,"Giordano, Dick."
100732,"Giordano, Dick."
88022,"Giordano, Dick."
91060,"Giovannetti, Pericle Luigi."
91083,"Giraud, Jean"
91083,"Giraud, Jean"
91085,"Giraud, Jean"
91085,"Giraud, Jean"
91724,"Giron, Leonardo M."
100160,"Giroux, Renee-Heloise."
87535,"Glapion, Jonathan."
88357,"Glasbergen, Randy."
88387,Glasgow Print Studio.
88244,"Glashan, John"
88244,"Glashan, John"
86147,"Glass, Rodge."
86146,"Glass, Rodge."
99040,"Gleason, Patrick."
99038,"Gleason, Patrick."
99042,"Gleason, Patrick."
99044,"Gleason, Patrick."
85983,"Glubok, Shirley."
85983,"Glubok, Shirley."
88895,"Goddard, Mark."
91788,"Goddard, Patrick."
99188,"Goddin, Philippe."
97115,"Godfrey, Richard T."
89235,Godi.
89303,Godi.
89494,Godi.
89231,Godi.
87651,"Goetz, Ann."
93592,"Goffe, Toni."
93593,"Goffe, Toni."
93594,"Goffe, Toni."
93595,"Goffe, Toni."
93597,"Goffe, Toni."
93598,"Goffe, Toni."
93599,"Goffe, Toni."
93600,"Goffe, Toni."
93601,"Goffe, Toni."
93602,"Goffe, Toni."
93603,"Goffe, Toni."
97222,"Goffe, Toni."
92794,"Goffe, Toni."
88974,"Goffe, Toni."
93606,"Goffe, Toni."
93607,"Goffe, Toni."
95375,"Goffe, Toni."
95376,"Goffe, Toni."
93608,"Goffe, Toni."
95704,"Goffe, Toni."
100799,Golden Gate Production Company.
87951,"Golden, Christopher."
87953,"Golden, Christopher."
93121,"Golden, Christopher."
87013,"Golden, Christopher."
87015,"Golden, Christopher."
87946,"Golden, Christopher."
87965,"Golden, Christopher."
87014,"Golden, Christopher."
87968,"Golden, Christopher."
93122,"Golden, Christopher."
87956,"Golden, Christopher."
87945,"Golden, Christopher."
87963,"Golden, Christopher."
86980,"Goldman, Dan"
90405,"Goldsmith, William"
90406,"Goldsmith, William"
87951,"Gomez, Hector."
98773,"Gomez, Hector."
93741,"Gomez, Hector."
93743,"Gomez, Hector."
93744,"Gomez, Hector."
87943,"Gomez, Hector."
87946,"Gomez, Hector."
93122,"Gomez, Hector."
87914,"Gomez, Joel."
91104,"Gomy, Alfred."
96272,"Gongora, Oscar."
88903,"Gonzales, Adrian."
89391,"Gonzalez, Jorge,"
98472,"Gonzalez, Jorge."
90745,"Goodall, John S."
91016,"Goodall, Scott."
86212,"Goodall, Scott."
87010,"Goodall, Scott."
91021,"Goodall, Scott."
87853,"Goodfellow, Damien."
88390,"Gooding, Mel."
97971,"Goodwin, Alexis."
86561,"Goodwin, Archie."
86561,"Goodwin, Archie."
100420,"Goodwin, Archie."
86199,"Goodwin, Archie."
86684,"Gordon, Ian"
86295,"Gorey, Edward"
86353,"Gorey, Edward"
86833,"Gorey, Edward"
86834,"Gorey, Edward"
86835,"Gorey, Edward"
86836,"Gorey, Edward"
95957,"Gorey, Edward"
90886,Gos.
90907,Gos.
90087,Goscinny
89965,Goscinny
90452,Goscinny
90088,Goscinny
90089,Goscinny
90090,Goscinny
90091,Goscinny
90123,Goscinny
90133,Goscinny
90135,Goscinny
88125,Goscinny
88126,Goscinny
88130,Goscinny
88131,Goscinny
88132,Goscinny
88133,Goscinny
88134,Goscinny
88135,Goscinny
97442,Goscinny
86083,Goscinny
88151,Goscinny
88152,Goscinny
88155,Goscinny
88156,Goscinny
90797,Goscinny
90797,Goscinny
90808,Goscinny
90809,Goscinny
90821,Goscinny
88157,Goscinny
88158,Goscinny
88160,Goscinny
88161,Goscinny
88162,Goscinny
88164,Goscinny
88165,Goscinny
88120,Goscinny
88121,Goscinny
88174,Goscinny
88176,Goscinny
88177,Goscinny
88178,Goscinny
90880,Goscinny
99954,Goscinny
89175,Goscinny
99955,Goscinny
88180,Goscinny
90940,Goscinny
89188,Goscinny
97562,Goscinny
90980,Goscinny
99998,Goscinny
100000,Goscinny
90093,Goscinny
91082,Goscinny
91087,Goscinny
91124,Goscinny
91125,Goscinny
91126,Goscinny
90248,Goscinny
90250,Goscinny
90252,Goscinny
90264,Goscinny
90270,Goscinny
90271,Goscinny
90272,Goscinny
90278,Goscinny
90279,Goscinny
90287,Goscinny
90288,Goscinny
90289,Goscinny
90291,Goscinny
89174,Goscinny
89227,Goscinny
90096,Goscinny
89276,Goscinny
89279,Goscinny
89285,Goscinny
89312,Goscinny
89313,Goscinny
89334,Goscinny
89361,Goscinny
89397,Goscinny
89398,Goscinny
89412,Goscinny
90100,Goscinny
89457,Goscinny
89511,Goscinny
89539,Goscinny
90101,Goscinny
89612,Goscinny
90103,Goscinny
89672,Goscinny
90106,Goscinny
90108,Goscinny
90110,Goscinny
89735,Goscinny
89736,Goscinny
91858,Goscinny
91859,Goscinny
89806,Goscinny
90115,Goscinny
89843,Goscinny
90116,Goscinny
90117,Goscinny
89884,Goscinny
89885,Goscinny
97441,Goscinny
89932,Goscinny
90694,Goscinny
90887,Goscinny
90888,Goscinny
89941,Goscinny
100008,Goscinny
89945,Goscinny
90294,Goscinny
89239,Goscinny
88016,Goscinny
90302,Goscinny
89304,Goscinny
90304,Goscinny
89359,Goscinny
89365,Goscinny
89413,Goscinny
90311,Goscinny
89424,Goscinny
89433,Goscinny
89447,Goscinny
89485,Goscinny
89513,Goscinny
89554,Goscinny
89578,Goscinny
89592,Goscinny
89620,Goscinny
89641,Goscinny
89671,Goscinny
90105,Goscinny
92922,Goscinny
89687,Goscinny
89720,Goscinny
89727,Goscinny
97213,"Gough, Darren."
92445,"Goulart, Ron"
85961,"Gould, Ann."
90146,"Gowar, Mick"
90154,"Gowar, Mick"
100624,"Goyer, David S."
100694,"Goyer, David S."
100622,"Goyer, David S."
100691,"Goyer, David S."
100687,"Goyer, David S."
100699,"Goyer, David S."
86003,Gozzi.
91102,"Gorny, Alfred."
91103,"Gorny, Alfred."
96075,"Gotha, Erich von."
96078,"Gotha, Erich von."
96060,"Gotha, Erich von."
96064,"Gotha, Erich von."
96065,"Gotha, Erich von."
86180,"Grabe, Robert."
97464,Grabowski.
90887,"Grace, John."
90888,"Grace, John."
91851,"Gracia, Martegod"
90212,"Graff, Robert."
85971,"Grafton, Carol Belanger."
85971,"Grafton, Carol Belanger."
85994,"Grafton, Carol Belanger."
85994,"Grafton, Carol Belanger."
88297,Graham
91288,Graham
90421,Graham
88195,Graham
88195,Graham
93632,"Graham, Alastair"
93661,"Graham, Alastair"
93751,"Graham, Alastair."
91624,"Graham, Alex"
96926,"Graham, Alex"
97150,"Graham, Alex"
89551,"Graham, Ian"
89601,"Graham, Ian"
90076,"Graham, Ian"
86091,"Graham, Ian"
99871,"Graham, Laurie"
98558,"Graham, Lorenz B."
90698,Graham.
99873,Graham.
88289,Graham.
88290,Graham.
91284,Graham.
88193,Graham.
90283,"Grahame, Kenneth"
93079,"Grahame-Smith, Seth."
89797,"Gran, Meredith"
98782,"Grandfield, Geoff"
87075,"Grandinetti, Fred M."
86226,"Granov, Adi"
93508,"Grant, Alan"
93525,"Grant, Alan"
93534,"Grant, Alan"
89934,"Grant, Alan"
89935,"Grant, Alan"
93707,"Grant, Alan"
93708,"Grant, Alan"
93721,"Grant, Alan"
93722,"Grant, Alan"
100627,"Grant, Alan"
100627,"Grant, Alan"
87429,"Grant, Alan"
87009,"Grant, Alan"
93839,"Grant, Alan"
97636,"Grant, Alan"
94085,"Grant, Alan"
86103,"Grant, Alan"
86105,"Grant, Alan"
86108,"Grant, Alan"
89293,"Grant, Alan"
97951,"Grant, Alan"
97952,"Grant, Alan"
87012,"Grant, Alan"
98167,"Grant, Alan"
91750,"Grant, Alan"
93509,"Grant, Alan"
98754,"Grant, Alan"
93714,"Grant, Alan"
93715,"Grant, Alan"
93719,"Grant, Alan"
93808,"Grant, Alan"
87642,"Grant, Alan"
93837,"Grant, Alan"
87441,"Grant, Alan"
91631,"Grant, Alan"
87525,"Grant, Alan"
91694,"Grant, Alan"
91711,"Grant, Alan"
91844,"Grant, Alan"
87593,"Grant, Alan"
96420,"Grant, Andrea."
99930,"Grant, Anthony"
90470,"Grant, Don"
87074,"Grant, John"
90073,"Grant, Kieran."
97540,"Grant, Steven"
97629,"Grant, Steven."
90005,"Grasso, Emilio."
92211,"Gravett, Paul."
97264,"Gravett, Paul."
92052,"Gravett, Paul."
92182,"Gravett, Paul."
92185,"Gravett, Paul."
92192,"Gravett, Paul."
93195,"Gravett, Paul."
88201,"Gravett, Paul."
97269,"Gravett, Paul."
86508,"Gray, Harold"
86508,"Gray, Harold"
86694,"Gray, Harold"
86694,"Gray, Harold"
86697,"Gray, Harold"
86697,"Gray, Harold"
99325,"Gray, Justin"
99328,"Gray, Justin"
99331,"Gray, Justin"
99327,"Gray, Justin"
90137,"Gray, Keith."
89266,"Gray, Maureen."
96232,"Gray, Mick."
96350,"Gray, Mick."
92212,"Gray, Peter"
88367,"Gray, Peter"
92275,"Gray, Peter"
92276,"Gray, Peter"
92277,"Gray, Peter"
92277,"Gray, Peter"
92280,"Gray, Peter"
92281,"Gray, Peter"
87055,"Gray, Peter"
92214,"Gray, Peter"
92215,"Gray, Peter"
92216,"Gray, Peter"
92217,"Gray, Peter"
92218,"Gray, Peter"
92219,"Gray, Peter"
92220,"Gray, Peter"
87056,"Gray, Peter"
92246,"Gray, Peter"
88071,"Gray, Peter"
92252,"Gray, Peter"
87456,"Grayson, Devin K."
96230,"Grayson, Devin K."
97350,"Grayson, Perry."
96429,Graza
86035,Great Britain.
88893,"Green, Barry."
92834,"Green, Dan"
100645,"Green, Dan"
89305,"Green, Jen."
95953,"Green, John"
97209,"Green, Matthew J. A."
87498,"Green, Michael"
87511,"Green, Michael"
87518,"Green, Michael"
87546,"Green, Michael"
97754,"Green, Timothy"
97754,"Green, Timothy"
98577,"Green, Timothy"
101222,"Green, Tom"
90412,"Greenberg, Isabel"
87640,"Greenberger, Robert."
87602,"Greenberger, Robert."
89211,"Greenblatt, C. H."
87013,"Greenwalt, David."
87015,"Greenwalt, David."
92833,"Gregory, Doug Alexander."
87979,"Gregory, Richard"
96375,"Grell, Mike."
91272,Gren.
97857,"Grennan, Simon."
92160,"Gresh, Lois H."
91046,"Grey, Duncan."
90003,"Grier, Terrance."
98817,Griff.
98751,Grimbo.
86114,"Grimm, Jacob"
86114,"Grimm, Wilhelm"
87499,"Grist, Paul."
99147,"Grist, Paul."
98578,"Grobe, Ken"
89235,"Grobet, Veronique."
89494,"Grobet, Veronique."
86971,"Groening, Matt"
86972,"Groening, Matt"
98712,"Groening, Matt"
100964,"Groening, Matt."
91521,"Groening, Matt."
86748,"Groening, Matt."
97402,"Groening, Matt."
92814,"Groening, Matt."
99098,"Groening, Matt."
86807,"Groening, Matt."
97471,"Groening, Matt."
86629,"Groening, Matt."
97529,"Groening, Matt."
97552,"Groening, Matt."
91589,"Groening, Matt."
91615,"Groening, Matt."
91617,"Groening, Matt."
90371,"Groening, Matt."
100966,"Groening, Matt."
100967,"Groening, Matt."
86963,"Groening, Matt."
91627,"Groening, Matt."
