Author-Any,BL Record ID
"Burns, John",14602416
"Burns, John",14657305
"Burns, John",14800604
"Burns, John",15292523
"Burns, John",15664753
"Burns, John",15664754
"Burns, John",15744260
"Burns, John",15800079
"Burns, John",16087085
"Burns, John M.",15612274
"Burns, Keith.",15729481
"Burns, Keith.",15860277
"Burns, Keith.",16063367
"Burr, Christopher.",11327385
"Burrett, Edward.",7433025
"Burroughs, Dave",7042061
"Burroughs, Dave",8080476
"Burroughs, Dave",8080574
"Burroughs, Dave",13950457
"Burroughs, Edgar Rice",8355922
"Burroughs, Edgar Rice",8813882
"Burroughs, Edgar Rice",9940555
"Burroughs, Edgar Rice",16644607
"Burrows, Alan.",12639850
"Burrows, Phillip.",11329030
"Burton, James M.",13992930
Burton.,5625544
Burton.,6734589
Burton.,6734590
Burton.,6734593
"Buscema, John",16444307
"Buscema, John.",15103965
"Buscema, John.",7447206
"Buscema, John.",12976592
"Buscema, John.",13074767
"Buscema, John.",13148567
"Buscema, John.",13148567
"Buscema, John.",13206584
"Buscema, John.",13206584
"Buscema, John.",13310932
"Buscema, John.",13508237
"Buscema, John.",13512725
"Buscema, John.",13889483
"Buscema, John.",14909691
"Buscema, John.",15799804
"Buscema, Sal.",15578661
"Busch, Wilhelm",8748575
"Bushell, Michaela.",12955332
"Busiek, Kurt.",10731159
"Busiek, Kurt.",12955255
"Busiek, Kurt.",13527604
"Busiek, Kurt.",13596499
"Busiek, Kurt.",13824513
"Busiek, Kurt.",14407968
"Busiek, Kurt.",14641731
"Busiek, Kurt.",14864694
"Busiek, Kurt.",15639260
"Busiek, Kurt.",15715974
"Busiek, Kurt.",15856081
"Busiek, Kurt.",15969549
"Busiek, Kurt.",16153505
"Busiek, Kurt.",16212463
"Busiek, Kurt.",13274703
"Busiek, Kurt.",14702819
"Busselle, Brian.",8774500
"Busselle, Brian.",10655677
"Butcher, Jim",14842588
"Butcher, Jim",15170958
"Butcher, Mike",11332951
"Butler, Chris.",6748604
"Butler, Jeff.",7725896
"Butterworth, Michael",10117577
"Butterworth, Michael",16314923
Buttons (London : 1981),11632767
"Buxton, Martin.",15418588
"Byers, Reggie.",6745287
"Byers, Reggie.",6745287
"Byng, Georgia.",7458099
"Byng, Georgia.",7458100
"Byng, Georgia.",8080709
"Bynum, Richard T.",11613110
"Byrne, John",6946563
"Byrne, John",8380149
"Byrne, John",9369940
"Byrne, John",9370066
"Byrne, John",9370108
"Byrne, John",9370144
"Byrne, John",9380517
"Byrne, John",10138590
"Byrne, John",10761613
"Byrne, John",11935506
"Byrne, John",12029238
"Byrne, John",12286386
"Byrne, John",12286386
"Byrne, John",13012933
"Byrne, John",13039856
"Byrne, John",13274704
"Byrne, John",13425881
"Byrne, John",13551948
"Byrne, John",13710592
"Byrne, John",14536525
"Byrne, John",14662794
"Byrne, John",15814286
"Byrne, John",15970152
"Byrne, John",16087144
"Byrne, John",16622621
"Byrne, John",16632967
"Byrne, John",10138586
"Byrne, John",10761792
"Byrne, John",10761792
"Byrne, John",12029335
"Byrne, John",12029403
"Byrne, John",12029403
"Byrne, John",13002505
"Byrne, John",13327009
"Byrne, John",13366270
"Byrne, John",13438308
"Byrne, John",13486462
"Byrne, John",13547923
"Byrne, John",13558012
"Byrne, John",14607710
"Byrne, John",14760958
"Byrne, John",15716812
"Byrne, John",16075214
"Byrne, John",16257457
"Byrne, Mark T.",10994125
C. A.,10119995
"Cabanes, Max.",12039453
"Cabot, Meg",13708870
"Cabot, Meg",14589308
"Cabrera, Eva.",16026641
"Cadic, Oliver.",13438339
"Cadic, Olivier.",13640336
"Cadic, Olivier.",14520055
"Cadwell, Warwick Johnson.",16050177
"Caenegham, Johan van",16598314
"Cain, Paul",8805827
"Caine, Aidan",15576055
"Cairncross, George.",13593721
"Caket, Colin.",8081534
"Caket, Colin.",8081534
"Calafiore, Jim.",14777916
"Calafiore, Jim.",15624544
"Calafiore, Jim.",15624544
"Calafiore, Jim.",15767323
"Calder, Jill",16644546
"Calder, Richard",15746986
"Calder, Richard",16056002
"Calder, Richard",16099914
"Calder, Richard",16188399
"Calder, Richard",16314223
"Calder, Richard",16552419
"Caldwell, Bill",8116452
"Caldwell, Bill",8116461
"Caldwell, Bill.",8775474
"Caldwell, Talent.",12955259
"Caldwell, Talent.",13206342
"Caldwell, Warwick Johnson",16530710
"Calero, Dennis",16321201
"Calero, Dennis.",14915770
"Calero, Dennis.",15448480
"Calero, Dennis.",15674194
"Calero, Dennis.",15854505
"Callahan, John.",8827060
"Callahan, John.",8827061
"Callahan, John.",8827064
"Callahan, John.",8827066
"Callahan, John.",10381292
"Calman, Claire.",10978374
"Calman, Claire.",11964351
"Calman, Mel",12961040
"Calman, Mel.",7372042
"Calman, Mel.",7657096
"Calman, Mel.",8329162
"Calman, Mel.",8743028
"Calman, Mel.",10095340
"Calman, Mel.",10095594
"Calman, Mel.",10095596
"Calman, Mel.",10095597
"Calman, Mel.",10303887
"Calman, Mel.",10317967
"Calman, Mel.",10334207
"Calman, Mel.",10954585
"Calman, Mel.",10978374
"Calman, Mel.",11963151
"Calman, Mel.",11963223
"Calman, Mel.",11963315
"Calman, Mel.",11963448
"Calman, Mel.",11963451
"Calman, Mel.",11963607
"Calman, Mel.",11963732
"Calman, Mel.",11963825
"Calman, Mel.",11964351
"Calman, Mel.",12041409
"Calman, Mel.",12226968
"Calman, Mel.",12257031
"Calman, Mel.",12028328
"Cameron, Allan.",13298485
"Cameron, Dan.",8087343
"Cameron, Lou",15882870
"Cameron, Lou",16059511
"Cameron, Neill",15588979
"Cameron, Neill",16325554
"Cameron, Neill",13829556
"Cameron, Neill",13829557
"Cameron, Neill",13829558
Campaign for Real Ale.,11408901
Campaign for Real Ale.,11811035
"Campbell, Eddie",8818683
"Campbell, Eddie",13370629
"Campbell, Eddie",8143036
"Campbell, Eddie",10120014
"Campbell, Eddie",13415716
"Campbell, Eddie",14657312
"Campbell, Eddie",15505559
"Campbell, Eddie",15572365
"Campbell, Eddie",16215107
"Campbell, Guy.",9487028
"Campbell, J. Scott.",6895964
"Campbell, J. Scott.",10138593
"Campbell, J. Scott.",10761882
"Campbell, J. Scott.",10761882
"Campbell, J. Scott.",13074760
"Campbell, Jim",16109155
"Campbell, Jim.",15635680
"Campbell, Laurence.",13820618
"Campbell, Lawrence",16684301
"Campbell, Ross",14500644
"Campbell, Scott",16118307
"Campbell, Scott",16473272
"Camper, Jennifer",10755293
"Campiti, David.",9423357
"Campiti, David.",9423460
"Campos, Claudia.",15986749
"Camuncoli, Giuseppe",16504584
"Camuncoli, Giuseppe",16537825
"Camuncoli, Giuseppe.",12881457
"Camuncoli, Giuseppe.",12881457
"Camuncoli, Giuseppe.",13366269
"Camuncoli, Giuseppe.",13366269
"Camuncoli, Giuseppe.",13678594
"Camuncoli, Giuseppe.",15391932
"Camuncoli, Giuseppe.",15606081
"Camuncoli, Giuseppe.",15781008
"Cann, Bob.",13094576
"Cannon, Max.",10731532
"Cannon, Max.",10731863
"Cannon, Zander.",6927667
"Cannon, Zander.",6966853
"Cannon, Zander.",10138594
"Cannon, Zander.",13012931
"Cannon, Zander.",13297150
Canterbury College of Arts.,7236431
"Cantor, Jay.",16004932
"Capel, Alan.",13485490
"Capel, Alan.",13805213
"Capel, Alan.",14536495
"Capel, Alan.",14685212
"Capps, Michael",16005440
"Captain Britain (London, England : 1985)",11809801
"Capullo, Greg.",7725879
"Capullo, Greg.",7725880
"Capullo, Greg.",10761535
"Capullo, Greg.",10761548
"Capullo, Greg.",10761549
"Capullo, Greg.",10761605
"Capullo, Greg.",10761606
"Capullo, Greg.",10761650
"Capullo, Greg.",12029364
"Capullo, Greg.",12029365
"Caragonne, George",16030710
"Cardy, Jason.",15635681
"Cardy, Jason.",15635682
"Cardy, Jason.",15635683
"Cardy, Jason.",15711777
"Cardy, Jason.",15711778
"Cardy, Nick",15856120
"Carew, Jan.",13632533
"Carey, Juliet.",16086353
"Carey, Louise.",13818518
"Carey, Mike",6954525
"Carey, Mike",6959094
"Carey, Mike",10138612
"Carey, Mike",10138612
"Carey, Mike",10388175
"Carey, Mike",10761708
"Carey, Mike",10761756
"Carey, Mike",11631109
"Carey, Mike",11631109
"Carey, Mike",12286406
"Carey, Mike",13039851
"Carey, Mike",13086528
"Carey, Mike",13148576
"Carey, Mike",13148576
"Carey, Mike",13257463
"Carey, Mike",13297157
"Carey, Mike",13349297
"Carey, Mike",13464960
"Carey, Mike",13475990
"Carey, Mike",13475994
"Carey, Mike",13678594
"Carey, Mike",13705031
"Carey, Mike",13731160
"Carey, Mike",13818518
"Carey, Mike",13952957
"Carey, Mike",14101131
"Carey, Mike",14500659
"Carey, Mike",14500659
"Carey, Mike",15799803
"Carey, Mike",16468163
"Carey, Mike",16621904
"Carey, Mike",10761864
"Carey, Mike",13421236
"Carey, Mike",13596504
"Cariello, Sergio.",15762887
"Carless, Lisa.",12039455
"Carless, Lisa.",12039456
"Carlin, Mike.",12029286
"Carlson, George L.",8079458
"Carlson, George L.",8079458
"Carlton, Bronwyn.",10761583
"Carlton, Bronwyn.",12029392
"Carnell, John",12040849
"Carnell, John",12040852
"Carney, Ian.",6960105
"Carney, Ian.",9074363
"Carr, Roy.",8081660
"Carr, Roy.",8081691
"Carr, Roy.",8081875
"Carr, Roy.",8081758
"Carrasco, Dario.",10761533
"Carreres, Albert.",15578666
"Carrier, David",8726971
"Carriger, Gail",16525907
"Carriger, Gail",16525908
"Carriger, Gail.",16054921
"Carroll, Lewis",10687587
"Carroll, Lewis",15448487
"Carroll, Michael",16684301
"Carroll, Steve.",14478433
"Carruthers, Sandy",14647608
"Carruthers, Sandy",15630111
"Carruthers, Sandy",15630113
"Carter, Chris",6748634
"Carter, Kris",15292349
"Carter, Lee",16186881
"Cartland, Barbara",10052647
Cartoon Art Trust Museum.,13109398
Cartoon Art Trust.,10123153
Cartoon Art Trust.,12044744
Cartoon Bank Inc.,11350813
"Cartoon Museum (London, England)",14523239
"Cartoon Museum (London, England)",13760688
Cartoon Network (Television network),13640222
Cartoon Network (Television network),14892074
Cartoonists Guild.,10023516
"Caruso, Enrico",8077233
"Caruso, Enrico",8077233
"Carvell, Russ.",7922105
"Casagrande, Elena",16468163
"Casagrande, Elena",16621904
"Casali, Kim",5593372
"Casali, Kim",5593373
"Casali, Kim",5593374
"Casali, Kim",5593375
"Casali, Kim",5593376
"Casali, Kim",5593377
"Casali, Kim",5593378
"Casali, Kim",5593379
"Casali, Kim",5593380
"Casali, Kim",5593381
"Casali, Kim",5609878
"Casali, Kim",5610488
"Casali, Kim",5611046
"Casali, Kim",5611398
"Casali, Kim",8786738
"Casali, Kim",9048772
"Casali, Kim",9048773
"Cascioli, Mauro.",15578766
"Cascioli, Mauro.",15795134
"Case, Richard.",10761754
"Case, Richard.",12029391
"Case, Richard.",14778088
"Case, Richard.",14822235
"Caselli, Stefano",16495679
"Caselli, Stefano",16559743
"Caselli, Stefano",16684518
"Caselman, Lance.",13348563
"Casey, Joe.",15606084
"Casey, Joe.",15104110
"Cassaday, John",16302421
"Cassaday, John.",5607088
"Cassaday, John.",6918048
"Cassaday, John.",10138599
"Cassaday, John.",12286290
"Cassaday, John.",12286297
"Cassaday, John.",12955260
"Cassaday, John.",13074763
"Cassaday, John.",13074763
"Cassaday, John.",13251286
"Cassaday, John.",13310755
"Cassaday, John.",13310755
"Cassaday, John.",13613656
"Cassaday, John.",14276769
"Cassaday, John.",14909693
"Cassaday, John.",15266456
"Cassaday, John.",15271499
"Cassaday, John.",15466070
"Cassaday, John.",16113618
"Cassaday, John.",16206047
Cassandra Jean,16478323
"Cassidy, Anne",15307146
"Casson, Mel",10287625
"Castellucci, Cecil",13731155
"Castellucci, Cecil",14680875
"Castiello, Marco.",16252600
"Castro, Rodrigo de",15792473
"Castro, Rodrigo de",15971983
"Catalano, Monica.",15578665
Catalyst Arts (Organisation),15839123
"Catherine, Norman",13298485
"Catris, Anastasia.",15571660
"Cauvin, Raoul",14641736
"Cauvin, Raoul",14641737
"Cauvin, Raoul",14837396
"Cauvin, Raoul",15297577
"Cauvin, Raoul",15381426
"Cauvin, Raoul",15630588
"Cauvin, Raoul",15734779
"Cauvin, Raoul",15904395
"Cauvin, Raoul",16173109
"Cauvin, Raoul",16270836
"Cauvin, Raoul",16521753
"Cavalieri, Joey.",15181869
"Celoni, Fabio",15794775
"Cemmick, Paul.",10062268
"Cemmick, Paul.",10062269
"Cemmick, Paul.",10062605
"Cemmick, Paul.",10062606
"Cemmick, Paul.",10062708
"Cemmick, Paul.",10062870
"Cemmick, Paul.",10062871
"Cervantes Saavedra, Miguel de",15790708
"Cervantes Saavedra, Miguel de",16462145
"Chadburn, Steve.",13645979
"Chadburn, Steve.",13542400
"Champagne, Keith.",14627435
"Champagne, Keith.",15584531
"Champagne, Keith.",15729991
"Champagne, Keith.",12286374
"Chan, Queenie.",14601147
"Chan, Queenie.",15565814
Chandre,14536587
Chandre,14656104
Chandre,14707514
Chandre,14536586
"Chang, Bernard",15606839
"Chang, Bernard",15856704
"Chang, Lynn.",11314838
Channel Four (Great Britain),11399767
Channel Tunnel Group.,8155166
"Chansomone, Kiki.",12029267
"Chapman, James",15814496
"Chapman, John.",14775370
"Chapman, John.",15481667
"Chapman, John.",15792081
"Chapman, John.",16007714
"Chapman, Matt",16325917
"Charest, Travis.",15337682
"Charlesworth, Kate",16642505
"Charlier, Jean-Michel.",12029054
"Charlier, Jean-Michel.",12618195
"Charlier, Jean-Michel.",12618195
"Charlier, Jean-Michel.",12618196
"Charlier, Jean-Michel.",12618196
"Charlier, Jean-Michel.",14878241
"Charrier, David.",15478311
"Charteris, Jamie.",12046529
"Charyn, Jerome.",12029014
"Chast, Roz.",10025208
"Chast, Roz.",12634877
"Chast, Roz.",12707827
"Chatterton, Martin.",10716362
"Chatterton, Martin.",10716495
"Chaucer, Geoffrey",9474575
"Chaucer, Geoffrey",13517313
"Chaucer, Geoffrey",14200315
"Chaucer, Geoffrey",15794773
"Chauvel, David.",14539553
"Chauvel, David.",15104191
"Chauvel, David.",15557573
Chaval.,9650943
"Chaykin, Howard V.",10761601
"Chaykin, Howard V.",10761601
"Chaykin, Howard V.",12029415
"Chaykin, Howard V.",13119211
"Chaykin, Howard V.",13148573
"Chaykin, Howard V.",13148573
"Chaykin, Howard V.",14680869
"Chaykin, Howard V.",14680870
"Chaykin, Howard V.",10546068
"Chaykin, Howard V.",14408123
"Chaykin, Howard V.",16559686
"Chaykin, Thomas.",13290013
"Chebsey, Shane",16333476
"Checchetto, Marco",16495679
"Cheung, Jim",16525712
"Cheung, Jim",16559743
"Cheung, Jim.",15758479
"Chiang, Cliff.",13818525
"Chiang, Cliff.",13818525
"Chiang, Cliff.",14702755
"Chiang, Cliff.",14822232
"Chiang, Cliff.",15337562
"Chiang, Cliff.",15551549
"Chiang, Janice.",13746572
"Chiang, Janice.",13746572
Children in Scotland (Organization),15586443
Children's Book Foundation.,11825412
"Childs, Rob",7041953
"Childs, Rob",7460007
"Childs, Rob",8080467
"Childs, Rob",14685666
"Childs, Rob",15541371
"Childs, Sarah",16113940
"Chilecki, Andrzej J.",11172815
"Chilman-Blair, Kim.",15362676
"Chilman-Blair, Kim.",15362677
"Chilman-Blair, Kim.",15847522
"Chimalio, Eze.",16050701
"Chin, Joyce.",10761639
"Chinn, Mike.",13518135
"Chiu, Andrew.",16099156
"Chmakova, Svetlana",15619843
"Cho, Frank",16270785
"Cho, Frank",16559740
"Cho, Frank.",13512794
"Cho, Frank.",15644919
"Cho, Michael",15830633
"Cho, Michael",15830634
"Cho, Michael",15841999
"Choi, Brandon.",12029294
"Choi, Brandon.",15964864
"Choi, Brandon.",10761701
"Choudhury, Faz.",15421218
Chris Beetles Gallery.,16113197
Chris Beetles Limited.,11186217
ChrisCross.,16117744
"Christansen, Ole Comoll.",9074360
"Christensen, Caroline.",12267110
"Christie, Agatha",14707518
"Christie, Agatha",15963912
"Christie, Agatha",13650155
"Christie, Agatha",13650170
"Christie, Agatha",13650171
"Christie, Agatha",13650172
"Christie, Agatha",13698939
"Christie, Agatha",13698940
"Christie, Agatha",13817578
"Christie, Agatha",13817579
"Christie, Agatha",14469092
"Christie, Agatha",14469093
"Christie, Agatha",14536586
"Christie, Agatha",14536587
"Christie, Agatha",14606591
"Christie, Agatha",14606592
"Christie, Agatha",14656104
"Christie, Agatha",14707514
"Christie, Agatha",15169702
"Christie, Agatha",15478311
"Christie, Agatha",16299022
"Christin, Pierre",16099618
"Christin, Pierre",16490273
"Christin, Pierre",16589915
"Christin, Pierre.",15506107
"Christin, Pierre.",15768035
"Christin, Pierre.",15996302
"Christin, Pierre.",16211057
"Christin, Pierre.",10690667
"Christin, Pierre.",10690668
"Christin, Pierre.",12029055
"Christin, Pierre.",12029081
"Christine, Andrew.",6744357
"Christine, Andrew.",8116444
Christine-Jane.,8808340
Christine-Jane.,8808341
"Christov-Bakargiev, Carolyn.",8087343
"Chuckry, Chris.",10761637
"Churchill, Ian.",8154897
"Churchill, Ian.",13349296
"Churchill, Ian.",13464963
"Churchill, Ian.",14101135
"Chwast, Seymour",16621898
"Chwast, Seymour.",15589484
"Chwast, Seymour.",15794773
"Cibos, Lindsay.",13131047
"Ciencin, Scott.",5607086
"Ciencin, Scott.",6745276
"Ciifford, Jack D.",15753267
"Cipriano, Sal.",15511767
"Citrine, Chloe.",15114468
"Citrine, Chloe.",15339525
"Citrine, Chloe.",15619843
"Civaschi, Matteo.",16127276
"Clair, G.",12030766
CLAMP (Mangaka group),13447368
CLAMP (Mangaka group),13454438
"Clapham, Lucy.",14689490
"Clapham, Lucy.",15344063
"Clare, Cassandra.",16167693
"Claremont, Chris",9081061
"Claremont, Chris",10730980
"Claremont, Chris",10731183
"Claremont, Chris",10731225
"Claremont, Chris",10731228
"Claremont, Chris",12028258
"Claremont, Chris",12029165
"Claremont, Chris",13078844
"Claremont, Chris",13136394
"Claremont, Chris",13438308
"Claremont, Chris",13486462
"Claremont, Chris",13508238
"Claremont, Chris",13547922
"Claremont, Chris",13558012
"Claremont, Chris",14607901
"Claremont, Chris",14889570
"Claremont, Chris",15292357
"Claremont, Chris",15576602
"Claremont, Chris",15578661
"Claremont, Chris",15619460
"Claremont, Chris",15716810
"Claremont, Chris",15986406
"Claremont, Chris",16075214
"Claremont, Chris",16113655
"Claremont, Chris",16316413
"Claremont, Chris",16424841
"Claremont, Chris",16444308
"Claremont, Chris",12029408
"Claremont, Chris",13012933
"Claremont, Chris",13240969
"Claremont, Chris",13547923
"Claremont, Chris",13762059
"Claremont, Chris",13790164
"Claremont, Chris",14674864
"Claremont, Chris",14878120
"Claremont, Chris",14878121
"Claremont, Chris",15964396
"Claremont, Chris",16252694
"Claremont, Chris",16275947
"Clark, Alan",8157768
"Clark, Alan",8820349
"Clark, Alan",9537099
"Clark, Alan",12028196
"Clark, Laurel.",8157768
"Clark, Manny.",10761640
"Clark, Manny.",12286273
"Clark, Matthew",13274713
"Clark, Matthew",15885320
"Clark, Richard P.",16199931
"Clark, Rob",15659664
"Clark, Timothy",15720336
"Clark, Walter Van Tilburg",16158858
Clarke,13584841
Clarke,13790171
Clarke,14663003
Clarke,15308248
"Clarke, Andy",15332652
"Clarke, Andy",16684300
"Clarke, Andy.",13070328
"Clarke, Andy.",13086528
"Clarke, Andy.",15583953
"Clarke, Andy.",15584551
"Clarke, Andy.",15624534
"Clarke, Andy.",15660205
"Clarke, Andy.",15856707
"Clarke, Ray.",8116436
"Classic comics (London, England : 2009)",14890602
"Clay, Adam.",15484292
Clayton Jr.,15607015
"Clayton, Colin.",13820618
"Clayton, Peter",10929442
"Cleaver, Henry.",8821424
"Cleese, John.",13002505
"Cleese, John.",13327009
"Cleijne, Jan",16684364
"Clements, Jonathan",14822229
"Clements, Richmond",16124463
"Clifford, Jack D.",15739162
"Cloonan, Becky.",14602179
"Cloquhoun, Jo.",14627443
"Clowes, Dan.",11630068
"Clowes, Dan.",11630076
"Clowes, Dan.",11630090
"Clowes, Daniel",13189404
"Clowes, Daniel.",7363982
"Clowes, Daniel.",7364114
"Clowes, Daniel.",10137285
"Clowes, Daniel.",11630084
"Clowes, Daniel.",11630088
"Clowes, Daniel.",15467783
"Clowes, Daniel.",15791213
"Clowes, Daniel.",15813169
"Clugston-Major, Chynna.",13699246
Clyde,8825769
Clyde,8825777
Clyde,9475738
Clyde,9475740
"Cobb, Howard.",10141027
"Cobean, Sam.",6977926
Cobean.,7646666
"Cobham, Ed.",10762023
"Cobley, Jason.",14627586
"Cobley, Jason.",14627587
"Cobley, Jason.",15635679
"Cobley, Jason.",15635680
"Cobley, Jason.",15768087
"Cobley, Jason.",15768088
"Cockrell, Gordon A.",10122494
"Cockrum, Dave",13136394
"Cockrum, Dave",13508238
"Coe, Mandy.",9483527
"Coelho, Jorge",16508640
"Coelho, Paulo.",15727335
"Coetzee, J. M.",8087343
"Cohen, Jessica",16469837
"Coipel, Olivier",16468373
"Coipel, Olivier",16609450
"Coipel, Olivier.",13421234
"Coipel, Olivier.",15468884
"Coipel, Olivier.",15758479
"Coipel, Olivier.",16030706
"Coker, Tomm.",6905323
"Coker, Tomm.",15493476
"Colan, Gene",16604079
"Colan, Gene.",15826072
"Colan, Gene.",14408124
"Colan, Gene.",15860266
"Colan, Gene.",16030709
"Cole, Leonard B.",15672167
"Cole, William",11557158
"Coleby, Simon",13251239
"Coleby, Simon",16300188
"Coleby, Simon",16684299
"Coleby, Simon.",7050881
"Coleby, Simon.",13889158
"Coleby, Simon.",14052377
"Coleby, Simon.",14531405
"Coleby, Simon.",14531405
"Coleby, Simon.",14916428
"Coleby, Simon.",15302988
"Coleite, Aron E.",14602163
"Coleman, Joe.",11623110
"Coleman, Les",9489922
"Coleman, Vernon.",15419011
"Coleman, Wim.",14915769
"Coleman, Wim.",15448479
"Coleridge, Samuel Taylor",12472987
"Colfer, Eoin",16520368
"Colfer, Eoin.",13789006
"Colfer, Eoin.",15260992
"Colfer, Eoin.",16207925
"Collar, Orpheus.",15588680
"Colletta, Vince.",15856132
"Colletta, Vince.",16005312
"Collicutt, Paul.",15327594
"Collicutt, Paul.",15327596
"Collicutt, Paul.",15601173
"Collicutt, Paul.",15601174
"Collicutt, Paul.",15830740
"Collicutt, Paul.",16143736
"Collier, Alex",13079292
"Collier, Alex.",13286889
"Collier, Simon James",13821833
"Collier, Simon James",13821841
"Collington, Peter.",9088446
"Collington, Peter.",9700874
"Collington, Peter.",10660812
"Collins, Clive",9084779
"Collins, Clive",10663710
"Collins, Clive",10663711
"Collins, Dennis.",5590946
"Collins, Dennis.",5590948
"Collins, Dennis.",5594540
"Collins, Dennis.",5594541
"Collins, Dennis.",5594542
"Collins, Dennis.",7660807
"Collins, Dennis.",8337751
"Collins, Dennis.",9686204
"Collins, Dennis.",9686206
"Collins, Dennis.",10310438
"Collins, Dennis.",11596784
"Collins, Dennis.",5626888
"Collins, Dennis.",9465983
"Collins, Dennis.",9466005
"Collins, Max Allan.",6931869
"Collins, Max Allan.",10761791
"Collins, Max Allan.",10761862
"Collins, Max Allan.",10761892
"Collins, Max Allan.",10761899
"Collins, Max Allan.",10761899
"Collins, Max Allan.",12955257
"Collins, Max Allan.",12976589
"Collins, Max Allan.",15826080
"Collins, Max Allan.",15826081
"Collins, Max Allan.",6955661
"Collins, Max Allan.",6965125
"Collins, Max Allan.",10138609
"Collins, Mick",14652301
"Collins, Mick",15292330
"Collins, Mike",8796714
"Collins, Mike",9487788
"Collins, Mike",11333497
"Collins, Mike",14662985
"Collins, Mike",14686547
"Collins, Mike",14686548
"Collins, Mike",15292349
"Collins, Mike",15468883
"Collins, Mike",15625094
"Collins, Mike",15744227
"Collins, Mike",16206050
"Collins, Mike",16300190
"Collins, Mike",16473376
"Collins, Mike",16650726
"Collins, Mike",16684299
"Collins, Paul",15674227
"Collins, Paul",15674228
"Collins, Paul.",15696844
"Collins, Paul.",15696845
"Collins, Paul.",15696847
"Collins, Stephen",16256261
"Collodi, Carlo",10687588
"Colon, Suzan.",7722046
"Colon, Terry.",9070976
"Colon, Ernie.",12881463
"Colquhoun, Joe",16117737
"Colquhoun, Joe",16316409
"Colquhoun, Joe",16490061
"Colquhoun, Joe",16684426
"Colquhoun, Joe.",15484348
"Colquhoun, Joe.",7447193
"Colquhoun, Joe.",12976582
"Colquhoun, Joe.",13274592
"Colquhoun, Joe.",13522907
"Colquhoun, Joe.",13818509
"Colquhoun, Joe.",15337561
"Colquhoun, Joe.",15511761
"Colquhoun, Joe.",15584538
"Colquhoun, Joe.",15826067
"Colquhoun, Joe.",15959882
"Colquhoun, Joe.",16177593
"Colvin, Neville.",14894887
"Colvin, Neville.",15266568
"Colvin, Neville.",15357748
"Colvin, Neville.",15551547
"Colvin, Neville.",15716881
"Colvin, Robert.",6681199
"Colvin, Robert.",9919116
"Colvin, Robert.",13425864
"Colvin, Robert.",13586891
"Colwyn, Stewart.",14627443
"Comeau, Joey",16489986
"Comeau, Joey",16603798
Comic Book Alliance.,15858544
"Comic cuts (London, England : 1978)",5611706
Comic journal (Omnibus edition),12482264
Comic Stripper (Firm),15792081
Comic Stripper (Firm),16007714
Comicraft (Firm),14864694
"Conaghan, Martin.",15474747
"Condie, Allan T.",7448312
Congresso de Leitura do Brasil.,9016097
"Conlan, Craig.",9074355
"Conlan, Craig.",9489293
"Conlan, Craig.",9489298
"Conner, Amanda.",12029347
"Conner, Amanda.",14101135
"Conner, Amanda.",14407975
"Conner, Amanda.",14702755
"Conner, Amanda.",15337562
"Connolly, Billy",8713327
"Connor, Daniel.",15478906
"Conrad, Didier",16472860
"Conrad, Didier",16478753
"Conrad, Didier",16483389
"Conrad, Joseph",15523313
"Conrad, Kevin",13656235
"Conrad, Kevin",13656235
"Conrad, Kevin.",10761589
"Conroy, Don.",10741538
"Conroy, Mike.",6900806
"Conroy, Mike.",12950416
"Conroy, Mike.",14853220
"Conroy, Mike.",6945694
Contact Cultures (Organization),14705510
"Controversy (London, England : 1991)",12481470
"Conway, Gerry.",14627538
"Conway, Gerry.",15292356
"Conway, Gerry.",15342338
"Conway, Gerry.",15484339
"Conway, Gerry.",15578662
"Conway, Gerry.",15814287
"Conway, Gerry.",15970150
"Conway, Gerry.",14408124
"Conway, Gerry.",14889569
"Conway, Gerry.",15474174
"Conway, Gerry.",15799804
"Coogan, Peter M.",15500526
"Cook, Boo",16099879
"Cook, Boo.",13613645
"Cook, Geraldine.",11305955
"Cook, Melanie.",14850445
"Cook, Patrick",11372659
"Cook, Patrick",11372659
"Cook, Roy T.",16621253
"Cook, Tobias.",15586443
"Cook, William",12954896
"Cooke, Alan.",15652002
"Cooke, Brian",9465966
"Cooke, Darwyn.",10761883
"Cooke, Darwyn.",10761883
"Cooke, Darwyn.",13824420
"Cooke, Darwyn.",14200468
"Cooke, Darwyn.",14760950
"Cooke, Darwyn.",14777912
"Cooke, Darwyn.",15266586
"Cooke, Darwyn.",10761806
"Cooke, Darwyn.",10761806
"Cooke, Darwyn.",14200473
"Cooke, Darwyn.",14702822
"Cookson, Bernard.",8040105
"Coolidge, Clark",13746731
"Cooney, Dan.",15649539
"Cooney, Dan.",16077017
"Coope, Katy.",14632805
"Cooper, Bob.",6735618
"Cooper, Bob.",6735619
"Cooper, Bobbi Carby.",7358689
"Cooper, Dave",10137284
"Cooper, Dave",10137284
"Cooper, Dave.",11630089
"Cooper, James Fenimore",15427774
"Cooper, James Fenimore",15906700
"Cooper, Luke.",15289698
"Cooper, Luke.",15476963
"Cooper, Luke.",15537557
"Cooper, Terry",14864935
Coracle Press.,12943851
"Corben, Richard.",12029026
"Corbett, Grahame.",10729107
Corbeyran,16103521
Corbeyran,16118310
Corbeyran,16143592
Corbeyran,16483123
Corbeyran,16495589
"Cordell, Tim.",13485490
